X Y Z F R I
-0.9 0.7 0 0.0405392 0.0160137 -0.0372423
-0.9 0.8 0 0.0184853 -0.00291689 -0.0182537
-0.9 0.9 0 0.0171869 -0.0171865 0.000117461
-0.9 1 0 0.0267338 -0.0108772 0.0244209
-0.9 1.1 0 0.0350852 -0.00444675 0.0348023
-0.9 1.2 0 0.0182738 0.00284845 0.0180504
-0.9 1.3 0 0.0249011 0.0248279 0.00190714
-0.9 1.4 0 0.0323525 0.0323148 0.00156151
-0.9 1.5 0 0.0247636 0.0240107 -0.00605974
-0.9 1.6 0 0.0249346 0.020046 -0.0148289
-0.9 1.7 0 0.021995 0.012693 -0.0179629
-0.9 1.8 0 0.0271964 0.00787115 -0.0260325
-0.9 1.9 0 0.0288531 0.0120341 -0.0262237
-0.8 -2 0 0.0259488 -0.0194332 0.0171958
-0.8 -1.9 0 0.0233638 0.0182922 0.0145348
-0.8 -1.8 0 0.020132 0.0102301 -0.017339
-0.8 -1.7 0 0.0167398 -0.0150773 -0.00727295
-0.8 -1.6 0 0.0140715 -0.00622071 0.0126217
-0.8 -1.5 0 0.0133594 0.0110906 0.0074479
-0.8 -1.4 0 0.0156182 0.0110458 -0.0110418
-0.8 -1.3 0 0.0203482 -0.0120861 -0.0163699
-0.8 -1.2 0 0.0253341 -0.0214998 0.0134005
-0.8 -1.1 0 0.0283277 0.0151906 0.0239104
-0.8 -1 0 0.0296874 0.0231046 -0.0186419
-0.8 -0.9 0 0.0186153 -0.00239878 -0.0184601
-0.8 -0.8 0 0.035172 0.00540291 0.0347546
-0.8 -0.7 0 0.0425881 0.029763 0.0304617
-0.8 -0.6 0 0.0269149 0.0260523 -0.00675943
-0.8 -0.5 0 0.0128467 -0.0125201 0.00287813
-0.8 -0.4 0 0.0216618 -0.0132662 0.0171243
-0.8 -0.3 0 0.0222924 0.00670505 0.0212601
-0.8 -0.2 0 0.00188338 0.00186319 0.000275064
-0.8 -0.1 0 0.0233641 4.5816e-05 -0.023364
-0.8 6.38378e-16 0 0.020473 -0.0174961 -0.0106316
-0.8 0.1 0 0.0169148 -0.00642949 0.0156452
-0.8 0.2 0 0.0402526 0.028026 0.0288931
-0.8 0.3 0 0.0321653 0.0208177 0.0245199
-0.8 0.4 0 0.0164859 0.0138478 0.00894562
-0.8 0.5 0 0.0161939 -0.0129503 0.00972269
-0.8 0.6 0 0.0415027 -0.0405139 -0.00900502
-0.8 0.7 0 0.0298215 -0.0298016 -0.00108841
-0.8 0.8 0 0.00677795 0.000781961 0.00673269
-0.8 0.9 0 0.0214412 0.0214411 6.9501e-05
-0.8 1 0 0.0379114 0.0379046 -0.000721146
-0.8 1.1 0 0.0315315 0.0315272 -0.000519123
-0.8 1.2 0 0.0171887 0.00688508 -0.0157495
-0.8 1.3 0 0.028812 -0.0031403 -0.0286403
-0.8 1.4 0 0.0269287 -0.0125444 -0.0238284
-0.8 1.5 0 0.0298092 -0.0210697 -0.0210869
-0.8 1.6 0 0.021405 -0.0180433 -0.0115158
-0.8 1.7 0 0.024985 -0.0247517 0.00340649
-0.8 1.8 0 0.0312835 -0.0312726 0.000822274
-0.8 1.9 0 0.022317 -0.0222745 0.00137745
-0.7 -2 0 0.0297914 0.00386564 0.0295395
-0.7 -1.9 0 0.0294992 0.0277454 -0.0100196
-0.7 -1.8 0 0.0282896 -0.014844 -0.0240824
-0.7 -1.7 0 0.0261463 -0.0191382 0.0178145
-0.7 -1.6 0 0.0233957 0.0188738 0.0138253
-0.7 -1.5 0 0.020668 0.00934175 -0.0184364
-0.7 -1.4 0 0.0184699 -0.0170871 -0.00701198
-0.7 -1.3 0 0.016978 -0.00774509 0.0151084
-0.7 -1.2 0 0.0167374 0.0125349 0.0110914
-0.7 -1.1 0 0.0184203 0.0151155 -0.0105277
-0.7 -1 0 0.0232945 -0.0124845 -0.0196665
-0.7 -0.9 0 0.020535 -0.0126184 0.0162007
-0.7 -0.8 0 0.0425881 0.029763 0.0304617
-0.7 -0.7 0 0.0398759 0.0328522 -0.0226014
-0.7 -0.6 0 0.0344145 -0.00889933 -0.033244
-0.7 -0.5 0 0.0337958 -0.0274318 0.0197396
-0.7 -0.4 0 0.029632 0.0187142 0.0229747
-0.7 -0.3 0 0.0345984 0.0335586 -0.00841871
-0.7 -0.2 0 0.0254241 -0.00619155 -0.0246586
-0.7 -0.1 0 0.0174126 -0.0162807 -0.00617554
-0.7 6.38378e-16 0 0.0228278 -0.00501143 0.0222709
-0.7 0.1 0 0.0437964 0.0398054 0.0182661
-0.7 0.2 0 0.0679656 0.0675317 -0.00766765
-0.7 0.3 0 0.0351545 0.0216468 -0.0276994
-0.7 0.4 0 0.0190672 0.00146759 -0.0190107
-0.7 0.5 0 0.0299765 0.000267168 0.0299753
-0.7 0.6 0 0.0384685 0.000684162 0.0384625
-0.7 0.7 0 0.0343192 0.0159548 0.0303851
-0.7 0.8 0 0.0244328 0.0238417 0.00534165
-0.7 0.9 0 0.0257948 0.00400126 -0.0254826
-0.7 1 0 0.0353265 -0.00868025 -0.0342434
-0.7 1.1 0 0.025457 -0.0159061 -0.019876
-0.7 1.2 0 0.0247944 -0.0244653 -0.00402634
-0.7 1.3 0 0.0222577 -0.0180715 0.0129933
-0.7 1.4 0 0.0345601 -0.0177846 0.0296329
-0.7 1.5 0 0.0267518 -0.0145056 0.0224777
-0.7 1.6 0 0.0208973 0.00795482 0.019324
-0.7 1.7 0 0.0329066 0.0134745 0.0300213
-0.7 1.8 0 0.0229206 0.00892206 0.0211128
-0.7 1.9 0 0.0264743 0.02147 0.0154897
-0.6 -2 0 0.0260301 0.023282 0.0116411
-0.6 -1.9 0 0.0275409 0.00735426 -0.0265409
-0.6 -1.8 0 0.0286677 -0.0285785 -0.00225874
-0.6 -1.7 0 0.02908 0.00321294 0.0289019
-0.6 -1.6 0 0.0286026 0.0273002 -0.00853296
-0.6 -1.5 0 0.0274697 -0.0132177 -0.0240806
-0.6 -1.4 0 0.0262943 -0.0202276 0.0167998
-0.6 -1.3 0 0.0252579 0.0185257 0.0171685
-0.6 -1.2 0 0.0232757 0.0157159 -0.0171688
-0.6 -1.1 0 0.018914 -0.0122214 -0.0144352
-0.6 -1 0 0.0127565 -0.0100666 0.00783537
-0.6 -0.9 0 0.0261194 0.0195202 0.0173548
-0.6 -0.8 0 0.0269149 0.0260523 -0.00675943
-0.6 -0.7 0 0.0344145 -0.00889933 -0.033244
-0.6 -0.6 0 0.0281599 -0.0276331 0.00542129
-0.6 -0.5 0 0.0321647 -0.00642519 0.0315165
-0.6 -0.4 0 0.0268803 0.023818 -0.0124601
-0.6 -0.3 0 0.0361004 -0.0107982 -0.0344476
-0.6 -0.2 0 0.0389459 -0.0368918 -0.0124813
-0.6 -0.1 0 0.00862974 0.00066731 0.00860391
-0.6 6.38378e-16 0 0.0203823 0.0148646 -0.0139456
-0.6 0.1 0 0.0596775 0.0179285 -0.0569208
-0.6 0.2 0 0.0577075 0.00649094 -0.0573413
-0.6 0.3 0 0.0484679 -0.0379092 -0.0301999
-0.6 0.4 0 0.018121 -0.0150274 -0.0101265
-0.6 0.5 0 0.0287502 0.0277144 0.00764741
-0.6 0.6 0 0.0408191 0.0363484 -0.018574
-0.6 0.7 0 0.0432553 0.0268182 -0.0339382
-0.6 0.8 0 0.0269464 0.00757254 -0.0258605
-0.6 0.9 0 0.0248074 -0.0235502 -0.00779735
-0.6 1 0 0.0289851 -0.0258799 0.0130526
-0.6 1.1 0 0.0289152 -0.0111857 0.026664
-0.6 1.2 0 0.0191195 0.00343009 0.0188093
-0.6 1.3 0 0.0312755 0.0296207 0.0100387
-0.6 1.4 0 0.0342128 0.0314312 0.0135127
-0.6 1.5 0 0.018487 0.0175205 -0.00589914
-0.6 1.6 0 0.0330974 0.0248119 -0.0219045
-0.6 1.7 0 0.024197 0.0192791 -0.0146223
-0.6 1.8 0 0.0256243 0.00390456 -0.025325
-0.6 1.9 0 0.0351902 0.0139745 -0.0322965
-0.5 -2 0 0.0207578 0.0139783 -0.0153459
-0.5 -1.9 0 0.0212631 -0.0174802 -0.0121063
-0.5 -1.8 0 0.0222225 -0.0102384 0.0197234
-0.5 -1.7 0 0.0233608 0.0219482 0.00800029
-0.5 -1.6 0 0.0242759 0.00502184 -0.0237508
-0.5 -1.5 0 0.0246894 -0.0246687 -0.00101075
-0.5 -1.4 0 0.0249046 0.00413292 0.0245593
-0.5 -1.3 0 0.0259431 0.0239358 -0.0100061
-0.5 -1.2 0 0.0282502 -0.0152137 -0.0238038
-0.5 -1.1 0 0.0300069 -0.0245875 0.017201
-0.5 -1 0 0.0275615 0.0132745 0.0241542
-0.5 -0.9 0 0.0206957 0.0206226 0.0017373
-0.5 -0.8 0 0.0128467 -0.0125201 0.00287813
-0.5 -0.7 0 0.0337958 -0.0274318 0.0197396
-0.5 -0.6 0 0.0321647 -0.00642519 0.0315165
-0.5 -0.5 0 8.32605e-05 1.02066e-05 -8.26326e-05
-0.5 -0.4 0 0.033755 -0.012719 -0.031267
-0.5 -0.3 0 0.0428083 -0.0417756 -0.00934612
-0.5 -0.2 0 0.0189809 -0.01879 0.00268496
-0.5 -0.1 0 0.0288503 0.0271342 -0.00980177
-0.5 6.38378e-16 0 0.0267737 0.000270163 -0.0267724
-0.5 0.1 0 0.0288883 -0.0151893 -0.0245727
-0.5 0.2 0 0.0162171 0.00261894 0.0160043
-0.5 0.3 0 0.0417746 -0.00703561 0.0411778
-0.5 0.4 0 0.0223651 0.00771078 0.0209938
-0.5 0.5 0 7.87798e-06 9.82843e-07 7.81643e-06
-0.5 0.6 0 0.0442927 -0.0314879 -0.0311506
-0.5 0.7 0 0.0415572 -0.0316805 -0.026895
-0.5 0.8 0 0.0076725 -0.00603671 -0.00473555
-0.5 0.9 0 0.0118236 0.0102094 0.00596364
-0.5 1 0 0.0349198 0.0332701 0.0106062
-0.5 1.1 0 0.0343297 0.0324558 0.0111868
-0.5 1.2 0 0.0163312 0.00588875 -0.0152326
-0.5 1.3 0 0.0384327 0.00592357 -0.0379735
-0.5 1.4 0 0.0222046 -0.001524 -0.0221522
-0.5 1.5 0 0.0315362 -0.0253554 -0.0187519
-0.5 1.6 0 0.0277542 -0.020422 -0.0187946
-0.5 1.7 0 0.022535 -0.0221151 0.00432991
-0.5 1.8 0 0.0378261 -0.0377555 0.00231049
-0.5 1.9 0 0.0227304 -0.0222686 -0.0045588
-0.4 -2 0 0.0257802 -0.0140827 -0.0215939
-0.4 -1.9 0 0.0245094 -0.0173389 0.0173227
-0.4 -1.8 0 0.0234555 0.0190967 0.0136189
-0.4 -1.7 0 0.0227611 0.0108513 -0.0200079
-0.4 -1.6 0 0.0224867 -0.0206071 -0.00899988
-0.4 -1.5 0 0.0225605 -0.00760839 0.0212388
-0.4 -1.4 0 0.0228592 0.022066 0.00596953
-0.4 -1.3 0 0.0234761 0.00351866 -0.0232109
-0.4 -1.2 0 0.0246528 -0.0246504 -0.000343424
-0.4 -1.1 0 0.0258769 0.00300912 0.0257013
-0.4 -1 0 0.0269526 0.025978 -0.00718224
-0.4 -0.9 0 0.0209644 -0.00296382 -0.0207538
-0.4 -0.8 0 0.0216618 -0.0132662 0.0171243
-0.4 -0.7 0 0.029632 0.0187142 0.0229747
-0.4 -0.6 0 0.0268803 0.023818 -0.0124601
-0.4 -0.5 0 0.033755 -0.012719 -0.031267
-0.4 -0.4 0 0.013793 -0.0132947 0.00367379
-0.4 -0.3 0 0.0286019 0.0032587 0.0284156
-0.4 -0.2 0 0.0260056 0.0211289 -0.0151611
-0.4 -0.1 0 0.0351975 0.0136393 -0.0324474
-0.4 6.38378e-16 0 0.0220465 -0.0220271 0.000924709
-0.4 0.1 0 0.0236005 0.0124505 0.0200491
-0.4 0.2 0 0.0659074 0.0643514 0.0142369
-0.4 0.3 0 0.0443626 0.0433849 -0.0092621
-0.4 0.4 0 0.0323852 0.0242998 -0.0214084
-0.4 0.5 0 0.0118278 -0.00651747 0.00987009
-0.4 0.6 0 0.0368415 -0.0266231 0.0254658
-0.4 0.7 0 0.0332398 -0.000233829 0.0332389
-0.4 0.8 0 0.0301371 0.0247709 0.0171652
-0.4 0.9 0 0.0255275 0.0120529 -0.0225029
-0.4 1 0 0.0412119 0.0117481 -0.0395019
-0.4 1.1 0 0.0146193 -0.00129909 -0.0145615
-0.4 1.2 0 0.0366289 -0.036473 -0.00337546
-0.4 1.3 0 0.0276266 -0.0273769 -0.00370567
-0.4 1.4 0 0.0286209 -0.012544 0.0257256
-0.4 1.5 0 0.0355181 -0.0197522 0.0295192
-0.4 1.6 0 0.0164463 0.00370743 0.016023
-0.4 1.7 0 0.0388643 0.0194431 0.0336511
-0.4 1.8 0 0.0283109 0.00372828 0.0280644
-0.4 1.9 0 0.0217064 0.0202036 0.00793609
-0.3 -2 0 0.0319045 -0.0318469 -0.00191621
-0.3 -1.9 0 0.0307281 0.00692662 0.0299372
-0.3 -1.8 0 0.0292149 0.0257685 -0.0137658
-0.3 -1.7 0 0.0274015 -0.0181032 -0.0205698
-0.3 -1.6 0 0.0252912 -0.0154753 0.0200041
-0.3 -1.5 0 0.0229073 0.0199958 0.0111765
-0.3 -1.4 0 0.0205007 0.00770191 -0.018999
-0.3 -1.3 0 0.0189616 -0.0183965 -0.00459468
-0.3 -1.2 0 0.0199976 -0.00186492 0.0199105
-0.3 -1.1 0 0.024045 0.0240068 0.00135483
-0.3 -1 0 0.0259446 0.00491034 -0.0254757
-0.3 -0.9 0 0.0223503 -0.02211 -0.00326856
-0.3 -0.8 0 0.0222924 0.00670505 0.0212601
-0.3 -0.7 0 0.0345984 0.0335586 -0.00841871
-0.3 -0.6 0 0.0361004 -0.0107982 -0.0344476
-0.3 -0.5 0 0.0428083 -0.0417756 -0.00934612
-0.3 -0.4 0 0.0286019 0.0032587 0.0284156
-0.3 -0.3 0 0.0216328 0.0215768 0.00155644
-0.3 -0.2 0 0.0491218 -0.00275018 -0.0490447
-0.3 -0.1 0 0.0369488 -0.0266674 -0.0255746
-0.3 6.38378e-16 0 0.0214849 -0.0201127 0.00755523
-0.3 0.1 0 0.0370858 0.0308825 -0.0205336
-0.3 0.2 0 0.0637017 0.0289534 -0.0567415
-0.3 0.3 0 0.0694966 -0.0299464 -0.0627136
-0.3 0.4 0 0.0384991 -0.0204267 -0.0326333
-0.3 0.5 0 0.0119424 0.00731137 0.00944267
-0.3 0.6 0 0.0258083 0.0257302 0.00200675
-0.3 0.7 0 0.0454251 0.0425913 -0.0157929
-0.3 0.8 0 0.0311736 0.0238648 -0.0200565
-0.3 0.9 0 0.0378843 -0.0307842 -0.0220807
-0.3 1 0 0.0345691 -0.0321313 -0.0127516
-0.3 1.1 0 0.0237675 -0.00825553 0.0222877
-0.3 1.2 0 0.0311695 -0.00681475 0.0304154
-0.3 1.3 0 0.0241105 0.0217061 0.0104958
-0.3 1.4 0 0.0431379 0.0387466 0.0189624
-0.3 1.5 0 0.0153065 0.0147371 0.00413628
-0.3 1.6 0 0.0372712 0.022124 -0.0299945
-0.3 1.7 0 0.0366393 0.0325595 -0.0168023
-0.3 1.8 0 0.0150007 0.00176014 -0.0148971
-0.3 1.9 0 0.0426943 0.00454219 -0.042452
-0.2 -2 0 0.033708 -0.0240356 0.0236329
-0.2 -1.9 0 0.034048 0.0305942 0.014942
-0.2 -1.8 0 0.0340698 0.00431063 -0.033796
-0.2 -1.7 0 0.0338284 -0.0332707 0.00611758
-0.2 -1.6 0 0.0332856 0.0147828 0.0298228
-0.2 -1.5 0 0.0321704 0.0247411 -0.0205624
-0.2 -1.4 0 0.0299625 -0.0229201 -0.0192982
-0.2 -1.3 0 0.0262304 -0.0141468 0.0220885
-0.2 -1.2 0 0.0215376 0.0195598 0.00901574
-0.2 -1.1 0 0.0192441 0.00380515 -0.0188642
-0.2 -1 0 0.0240805 -0.0238713 -0.00316706
-0.2 -0.9 0 0.0262723 -0.0193581 0.0177622
-0.2 -0.8 0 0.00188338 0.00186319 0.000275064
-0.2 -0.7 0 0.0254241 -0.00619155 -0.0246586
-0.2 -0.6 0 0.0389459 -0.0368918 -0.0124813
-0.2 -0.5 0 0.0189809 -0.01879 0.00268496
-0.2 -0.4 0 0.0260056 0.0211289 -0.0151611
-0.2 -0.3 0 0.0491218 -0.00275018 -0.0490447
-0.2 -0.2 0 0.038971 -0.0184185 -0.0343438
-0.2 -0.1 0 0.0128418 0.00461371 0.0119844
-0.2 6.38378e-16 0 0.0187001 0.0185232 -0.00256618
-0.2 0.1 0 0.0394177 0.0194924 -0.0342608
-0.2 0.2 0 0.0196182 -0.0184436 -0.00668641
-0.2 0.3 0 0.0593747 -0.053138 0.0264897
-0.2 0.4 0 0.0297325 -0.0136416 0.0264183
-0.2 0.5 0 0.00402528 0.000656654 0.00397136
-0.2 0.6 0 0.0457295 -0.0183048 -0.0419061
-0.2 0.7 0 0.0575786 -0.0176487 -0.0548071
-0.2 0.8 0 0.024235 -0.00604871 -0.0234681
-0.2 0.9 0 0.0155976 -0.0125874 0.00921093
-0.2 1 0 0.0193833 0.0127297 0.0146174
-0.2 1.1 0 0.0396615 0.0364938 0.0155319
-0.2 1.2 0 0.0154696 0.0146183 -0.00506128
-0.2 1.3 0 0.0409679 0.0110546 -0.0394482
-0.2 1.4 0 0.0268777 0.00990762 -0.024985
-0.2 1.5 0 0.0296536 -0.0265001 -0.0133072
-0.2 1.6 0 0.041656 -0.0304297 -0.0284474
-0.2 1.7 0 0.0137692 -0.0128746 -0.00488217
-0.2 1.8 0 0.0393932 -0.0359566 0.0160917
-0.2 1.9 0 0.0405459 -0.0400906 -0.00605926
-0.1 -2 0 0.0328375 -0.00120287 0.0328154
-0.1 -1.9 0 0.0348166 0.0331451 -0.0106583
-0.1 -1.8 0 0.0362796 -0.0219566 -0.0288811
-0.1 -1.7 0 0.0370871 -0.020675 0.0307896
-0.1 -1.6 0 0.0371212 0.0357602 0.0099598
-0.1 -1.5 0 0.036314 -0.00139498 -0.0362872
-0.1 -1.4 0 0.0347071 -0.0327292 0.011549
-0.1 -1.3 0 0.0325467 0.0191283 0.0263324
-0.1 -1.2 0 0.0300821 0.0189747 -0.023343
-0.1 -1.1 0 0.0266505 -0.0237557 -0.0120796
-0.1 -1 0 0.0230917 -0.00485776 0.0225749
-0.1 -0.9 0 0.020314 0.0202989 -0.000781087
-0.1 -0.8 0 0.0233641 4.5816e-05 -0.023364
-0.1 -0.7 0 0.0174126 -0.0162807 -0.00617554
-0.1 -0.6 0 0.00862974 0.00066731 0.00860391
-0.1 -0.5 0 0.0288503 0.0271342 -0.00980177
-0.1 -0.4 0 0.0351975 0.0136393 -0.0324474
-0.1 -0.3 0 0.0369488 -0.0266674 -0.0255746
-0.1 -0.2 0 0.0128418 0.00461371 0.0119844
-0.1 -0.1 0 0.0460414 0.0440338 0.0134477
-0.1 6.38378e-16 0 0.0352511 0.0136117 -0.0325171
-0.1 0.1 0 0.0208156 -0.000858089 -0.0207979
-0.1 0.2 0 0.0404421 0.0228018 0.0334011
-0.1 0.3 0 0.0471681 0.0394987 0.0257814
-0.1 0.4 0 0.0474087 0.0463507 -0.00995944
-0.1 0.5 0 0.0124657 0.00072945 -0.0124443
-0.1 0.6 0 0.0405809 -0.0405805 0.000176097
-0.1 0.7 0 0.0317196 -0.0272343 0.0162612
-0.1 0.8 0 0.02105 0.0163604 0.0132453
-0.1 0.9 0 0.0256515 0.0254138 -0.00348418
-0.1 1 0 0.0331125 0.0219246 -0.0248143
-0.1 1.1 0 0.0233115 0.00915961 -0.0214366
-0.1 1.2 0 0.0316478 -0.0305394 -0.00830237
-0.1 1.3 0 0.0398668 -0.0381554 -0.0115554
-0.1 1.4 0 0.0187749 -0.0143206 0.0121415
-0.1 1.5 0 0.039917 -0.0154018 0.0368259
-0.1 1.6 0 0.0251282 -0.0099158 0.023089
-0.1 1.7 0 0.0296362 0.0191598 0.0226099
-0.1 1.8 0 0.0408777 0.0176221 0.0368843
-0.1 1.9 0 0.0218863 0.00868711 0.0200884
6.38378e-16 -2 0 0.0260333 0.015347 0.0210285
6.38378e-16 -1.9 0 0.0288149 0.0156775 -0.0241767
6.38378e-16 -1.8 0 0.0313619 -0.0307141 -0.00634112
6.38378e-16 -1.7 0 0.0337885 0.00586138 0.0332762
6.38378e-16 -1.6 0 0.0363713 0.030957 -0.0190929
6.38378e-16 -1.5 0 0.0393139 -0.031149 -0.0239859
6.38378e-16 -1.4 0 0.0421107 -0.0137802 0.0397922
6.38378e-16 -1.3 0 0.04306 0.0429917 0.00242362
6.38378e-16 -1.2 0 0.0404533 -0.00858008 -0.0395329
6.38378e-16 -1.1 0 0.036299 -0.0309578 0.0189535
6.38378e-16 -1 0 0.0343357 0.0262386 0.0221467
6.38378e-16 -0.9 0 0.041082 0.0213906 -0.0350738
6.38378e-16 -0.8 0 0.020473 -0.0174961 -0.0106316
6.38378e-16 -0.7 0 0.0228278 -0.00501143 0.0222709
6.38378e-16 -0.6 0 0.0203823 0.0148646 -0.0139456
6.38378e-16 -0.5 0 0.0267737 0.000270163 -0.0267724
6.38378e-16 -0.4 0 0.0220465 -0.0220271 0.000924709
6.38378e-16 -0.3 0 0.0214849 -0.0201127 0.00755523
6.38378e-16 -0.2 0 0.0187001 0.0185232 -0.00256618
6.38378e-16 -0.1 0 0.0352511 0.0136117 -0.0325171
6.38378e-16 6.38378e-16 0 0.0588513 -0.0369395 -0.0458143
6.38378e-16 0.1 0 0.0196373 -0.0185678 -0.00639222
6.38378e-16 0.2 0 0.0369303 0.0347943 -0.0123776
6.38378e-16 0.3 0 0.0750083 0.0222203 -0.0716415
6.38378e-16 0.4 0 0.0619206 -0.0109148 -0.0609511
6.38378e-16 0.5 0 0.0217499 -0.0175423 -0.012858
6.38378e-16 0.6 0 0.0221194 0.0134348 0.017572
6.38378e-16 0.7 0 0.0380868 0.0315272 0.0213691
6.38378e-16 0.8 0 0.0343726 0.0295619 -0.0175377
6.38378e-16 0.9 0 0.0352657 -0.00248403 -0.0351781
6.38378e-16 1 0 0.0388421 -0.0317856 -0.0223246
6.38378e-16 1.1 0 0.0214175 -0.0211546 0.00334581
6.38378e-16 1.2 0 0.0335042 -0.00652355 0.032863
6.38378e-16 1.3 0 0.0279678 0.00471958 0.0275667
6.38378e-16 1.4 0 0.0317752 0.0303281 0.00948012
6.38378e-16 1.5 0 0.0374186 0.0365014 0.00823408
6.38378e-16 1.6 0 0.0198996 0.0176244 -0.00923977
6.38378e-16 1.7 0 0.0380883 0.0201262 -0.0323366
6.38378e-16 1.8 0 0.0337998 0.0233637 -0.0244247
6.38378e-16 1.9 0 0.0235767 0.00478491 -0.023086
0.1 -2 0 0.0144357 0.014194 0.00263067
0.1 -1.9 0 0.0185651 -0.00284373 -0.018346
0.1 -1.8 0 0.0230983 -0.0202873 0.0110434
0.1 -1.7 0 0.027786 0.0206694 0.0185698
0.1 -1.6 0 0.0321505 0.0124486 -0.0296427
0.1 -1.5 0 0.0356473 -0.0355853 -0.00210178
0.1 -1.4 0 0.0383031 0.0114159 0.0365624
0.1 -1.3 0 0.0413817 0.0319959 -0.0262433
0.1 -1.2 0 0.0455675 -0.0392823 -0.0230932
0.1 -1.1 0 0.0471795 -0.0110674 0.0458631
0.1 -1 0 0.044437 0.0439846 -0.00632445
0.1 -0.9 0 0.0573939 -0.00210631 -0.0573552
0.1 -0.8 0 0.0169148 -0.00642949 0.0156452
0.1 -0.7 0 0.0437964 0.0398054 0.0182661
0.1 -0.6 0 0.0596775 0.0179285 -0.0569208
0.1 -0.5 0 0.0288883 -0.0151893 -0.0245727
0.1 -0.4 0 0.0236005 0.0124505 0.0200491
0.1 -0.3 0 0.0370858 0.0308825 -0.0205336
0.1 -0.2 0 0.0394177 0.0194924 -0.0342608
0.1 -0.1 0 0.0208156 -0.000858089 -0.0207979
0.1 6.38378e-16 0 0.0196373 -0.0185678 -0.00639222
0.1 0.1 0 0.0187781 -0.00364399 0.0184211
0.1 0.2 0 0.0164505 -0.000407658 -0.0164455
0.1 0.3 0 0.0781148 -0.0595228 -0.0505862
0.1 0.4 0 0.0861213 -0.0859488 0.00544817
0.1 0.5 0 0.0289148 -0.0266056 0.0113229
0.1 0.6 0 0.0409871 0.0361186 -0.019375
0.1 0.7 0 0.0255196 0.00996624 -0.0234931
0.1 0.8 0 0.036171 -0.0113421 -0.0343467
0.1 0.9 0 0.00511895 -0.00449617 0.00244707
0.1 1 0 0.038312 -0.0115107 0.036542
0.1 1.1 0 0.0180565 0.0140669 0.0113208
0.1 1.2 0 0.0437727 0.0437617 -0.000980149
0.1 1.3 0 0.0199242 0.0177336 -0.00908252
0.1 1.4 0 0.0402017 -0.00416909 -0.039985
0.1 1.5 0 0.0306383 -0.0013421 -0.0306089
0.1 1.6 0 0.0291543 -0.028469 -0.0062842
0.1 1.7 0 0.0431284 -0.0399232 -0.0163157
0.1 1.8 0 0.0205545 -0.0201211 -0.0041985
0.1 1.9 0 0.0364158 -0.0319356 0.0174993
0.2 -2 0 0.00441172 -0.000919313 -0.00431488
0.2 -1.9 0 0.00466792 -0.00439175 -0.00158177
0.2 -1.8 0 0.00765276 -0.00333604 0.00688735
0.2 -1.7 0 0.0112592 0.010947 0.00263335
0.2 -1.6 0 0.0150094 -0.00165037 -0.0149184
0.2 -1.5 0 0.019438 -0.0168847 0.0096302
0.2 -1.4 0 0.0252932 0.0201429 0.0152974
0.2 -1.3 0 0.0321216 0.009325 -0.0307383
0.2 -1.2 0 0.0384472 -0.0384244 0.00132293
0.2 -1.1 0 0.0446417 0.0160489 0.0416571
0.2 -1 0 0.0511048 0.0411341 -0.0303262
0.2 -0.9 0 0.0468455 -0.0109465 -0.0455486
0.2 -0.8 0 0.0402526 0.028026 0.0288931
0.2 -0.7 0 0.0679656 0.0675317 -0.00766765
0.2 -0.6 0 0.0577075 0.00649094 -0.0573413
0.2 -0.5 0 0.0162171 0.00261894 0.0160043
0.2 -0.4 0 0.0659074 0.0643514 0.0142369
0.2 -0.3 0 0.0637017 0.0289534 -0.0567415
0.2 -0.2 0 0.0196182 -0.0184436 -0.00668641
0.2 -0.1 0 0.0404421 0.0228018 0.0334011
0.2 6.38378e-16 0 0.0369303 0.0347943 -0.0123776
0.2 0.1 0 0.0164505 -0.000407658 -0.0164455
0.2 0.2 0 0.0072979 0.00183632 -0.00706309
0.2 0.3 0 0.00548708 -0.00182772 -0.00517373
0.2 0.4 0 0.0247669 -0.0140168 0.0204189
0.2 0.5 0 0.0217195 0.0136492 -0.0168949
0.2 0.6 0 0.0300657 0.0210047 -0.0215116
0.2 0.7 0 0.0479348 -0.0435823 0.0199581
0.2 0.8 0 0.0194456 -0.0185058 0.00597209
0.2 0.9 0 0.0606797 0.0555263 0.0244716
0.2 1 0 0.0400066 0.026145 0.0302814
0.2 1.1 0 0.0363355 -0.0043439 -0.0360749
0.2 1.2 0 0.0374076 0.00721638 -0.0367049
0.2 1.3 0 0.0331244 -0.0318726 0.00902009
0.2 1.4 0 0.0502209 -0.0501719 -0.00221822
0.2 1.5 0 0.0123865 -0.00329006 0.0119416
0.2 1.6 0 0.0495037 -0.00114066 0.0494906
0.2 1.7 0 0.0271817 -0.00760266 0.0260968
0.2 1.8 0 0.0338397 0.0284516 0.0183203
0.2 1.9 0 0.0461599 0.0229885 0.0400283
0.3 -2 0 0.0196691 -0.0190141 0.00503371
0.3 -1.9 0 0.0176163 0.0112597 0.0135482
0.3 -1.8 0 0.0151681 0.00702713 -0.0134421
0.3 -1.7 0 0.0118319 -0.0117038 -0.00173601
0.3 -1.6 0 0.00728715 0.00066765 0.0072565
0.3 -1.5 0 0.00210468 0.00208806 0.000263975
0.3 -1.4 0 0.00388137 0.00361882 0.00140327
0.3 -1.3 0 0.00776587 0.000885849 -0.00771518
