X Y Z F R I
-1.2 1.4 0 0.937345 0.211001 -0.913288
-1.2 1.5 0 1.05648 0.23885 -1.02913
-1.2 1.6 0 1.0828 0.35863 -1.02169
-1.2 1.7 0 0.974459 0.367667 -0.902436
-1.2 1.8 0 0.916011 0.251505 -0.880807
-1.2 1.9 0 1.0169 0.220839 -0.992633
-1.1 -2 0 0.955165 0.900788 0.31768
-1.1 -1.9 0 0.93392 0.837784 0.412704
-1.1 -1.8 0 1.05048 0.934436 0.479929
-1.1 -1.7 0 1.07821 1.00779 0.383291
-1.1 -1.6 0 0.962132 0.913546 0.301881
-1.1 -1.5 0 0.910299 0.822327 0.390412
-1.1 -1.4 0 1.02661 0.900654 0.4927
-1.1 -1.3 0 1.10185 1.01422 0.430632
-1.1 -1.2 0 1.02384 0.976457 0.307854
-1.1 -1.1 0 0.906484 0.851323 0.311387
-1.1 -1 0 0.915099 0.81144 0.423052
-1.1 -0.9 0 1.01606 0.881092 0.506016
-1.1 -0.8 0 1.10617 0.979487 0.514013
-1.1 -0.7 0 1.17309 1.07455 0.470616
-1.1 -0.6 0 1.21874 1.16213 0.367111
-1.1 -0.5 0 1.21738 1.20013 0.204249
-1.1 -0.4 0 1.17746 1.17629 0.0526534
-1.1 -0.3 0 1.17349 1.17329 -0.02169
-1.1 -0.2 0 1.27441 1.27385 -0.0377827
-1.1 -0.1 0 1.43368 1.43293 -0.0463702
-1.1 6.38378e-16 0 1.51206 1.51113 -0.0532617
-1.1 0.1 0 1.43368 1.43293 -0.0463702
-1.1 0.2 0 1.27441 1.27385 -0.0377827
-1.1 0.3 0 1.17349 1.17329 -0.02169
-1.1 0.4 0 1.17746 1.17629 0.0526534
-1.1 0.5 0 1.21738 1.20013 0.204249
-1.1 0.6 0 1.21874 1.16213 0.367111
-1.1 0.7 0 1.17309 1.07455 0.470616
-1.1 0.8 0 1.10617 0.979487 0.514013
-1.1 0.9 0 1.01606 0.881092 0.506016
-1.1 1 0 0.915099 0.81144 0.423052
-1.1 1.1 0 0.906484 0.851323 0.311387
-1.1 1.2 0 1.02384 0.976457 0.307854
-1.1 1.3 0 1.10185 1.01422 0.430632
-1.1 1.4 0 1.02661 0.900654 0.4927
-1.1 1.5 0 0.910299 0.822327 0.390412
-1.1 1.6 0 0.962132 0.913546 0.301881
-1.1 1.7 0 1.07821 1.00779 0.383291
-1.1 1.8 0 1.05048 0.934436 0.479929
-1.1 1.9 0 0.93392 0.837784 0.412704
-1 -2 0 0.98124 -0.544496 0.816307
